2017-02-12 18:30:00,2017-02-12 20:45:00,Conference with Sandra
2017-02-13 11:00:00,2017-02-13 12:15:00,Meeting with Dennis
2017-02-13 12:30:00,2017-02-13 15:15:00,Lunch with Steven
2017-02-13 17:45:00,2017-02-13 20:30:00,Conference with Maria
2017-02-14 01:30:00,2017-02-17 02:30:00,Trip with Jacqueline
2017-02-17 06:15:00,2017-02-19 09:00:00,Holiday with Rachel
2017-02-19 14:30:00,2017-02-19 16:00:00,Discussion with Ronald
2017-02-19 19:45:00,2017-02-19 20:45:00,Dinner with Frank
2017-02-20 11:15:00,2017-02-20 13:00:00,Meeting with Jennifer
2017-02-20 13:00:00,2017-02-20 14:45:00,Discussion with Scott
2017-02-20 16:00:00,2017-02-20 17:45:00,Workshop with Rose
2017-02-20 18:00:00,2017-02-20 20:15:00,Squash with Nathan
2017-02-21 10:45:00,2017-02-21 11:45:00,Conference with Alan
2017-02-21 14:45:00,2017-02-21 17:00:00,Brainstorming with Jeremy
2017-02-21 18:30:00,2017-02-23 20:00:00,Vacation with Stephen
2017-02-24 12:15:00,2017-02-24 13:15:00,Lunch with Theresa
2017-02-24 14:15:00,2017-02-24 16:30:00,Brainstorming with Jeremy
2017-02-24 20:45:00,2017-02-24 22:45:00,Dinner with Victoria
2017-02-25 10:15:00,2017-02-25 11:15:00,Conference with Maria
2017-02-25 16:00:00,2017-02-25 17:30:00,Date with John
2017-02-26 12:30:00,2017-02-26 14:00:00,Lunch with Bryan
2017-02-26 14:45:00,2017-02-26 15:45:00,Brainstorming with Kathy
2017-02-27 13:30:00,2017-02-27 15:00:00,Golf with Katherine
2017-02-27 18:30:00,2017-02-27 20:15:00,Date with Aaron
2017-02-28 08:15:00,2017-02-28 10:30:00,Breakfast with Roger
2017-02-28 12:30:00,2017-02-28 14:45:00,Lunch with Alice
2017-02-28 16:15:00,2017-02-28 18:30:00,Workshop with Christina
2017-03-01 08:15:00,2017-03-01 11:00:00,Breakfast with Carl
2017-03-01 11:15:00,2017-03-01 13:00:00,Chat with Christian
2017-03-01 18:00:00,2017-03-01 20:15:00,Date with Jason
2017-03-01 22:00:00,2017-03-04 23:00:00,Traveling with Alice
2017-03-05 11:30:00,2017-03-05 12:30:00,Meeting with Jennifer
2017-03-05 12:45:00,2017-03-05 14:30:00,Lunch with Jose
2017-03-05 20:45:00,2017-03-05 22:30:00,Dinner with Rose
2017-03-06 08:00:00,2017-03-06 10:15:00,Breakfast with Jean
2017-03-06 15:45:00,2017-03-06 17:45:00,Session with Frank
2017-03-06 19:15:00,2017-03-06 22:00:00,Dinner with Gregory
2017-03-07 08:15:00,2017-03-07 09:15:00,Breakfast with Gloria
2017-03-07 10:15:00,2017-03-07 12:30:00,Meeting with Patrick
2017-03-07 13:30:00,2017-03-07 14:30:00,Discussion with Beverly
2017-03-07 18:30:00,2017-03-09 19:30:00,Holiday with Patricia
2017-03-09 20:15:00,2017-03-12 21:45:00,Vacation with Charles
2017-03-13 09:45:00,2017-03-13 11:45:00,Meeting with Megan
2017-03-13 12:30:00,2017-03-13 14:15:00,Lunch with Cynthia
2017-03-13 19:15:00,2017-03-13 21:30:00,Dinner with Megan
2017-03-14 11:15:00,2017-03-14 13:30:00,Chat with Jonathan
2017-03-14 17:30:00,2017-03-14 19:15:00,Date with Natalie
2017-03-14 20:15:00,2017-03-14 21:30:00,Dinner with Keith
2017-03-15 12:15:00,2017-03-15 13:15:00,Lunch with Donna
2017-03-15 17:00:00,2017-03-15 19:15:00,Date with Bryan
2017-03-15 20:45:00,2017-03-15 22:45:00,Dinner with Carl
2017-03-16 08:30:00,2017-03-16 10:30:00,Breakfast with Kimberly
2017-03-16 15:00:00,2017-03-16 16:45:00,Meeting with Cynthia
2017-03-17 11:15:00,2017-03-17 12:15:00,Chat with Mildred
2017-03-17 13:15:00,2017-03-17 14:30:00,Brainstorming with Lauren
2017-03-17 19:00:00,2017-03-17 20:15:00,Dinner with Randy
2017-03-18 10:30:00,2017-03-18 13:15:00,Chat with Lauren
2017-03-18 19:15:00,2017-03-21 21:00:00,Holiday with Gary
2017-03-22 09:15:00,2017-03-22 10:15:00,Conference with Michael
2017-03-22 11:45:00,2017-03-22 14:30:00,Conference with Julie
2017-03-22 17:45:00,2017-03-22 20:00:00,Workshop with Abigail
2017-03-23 13:00:00,2017-03-23 15:30:00,Golf with Brittany
2017-03-23 17:15:00,2017-03-23 20:00:00,Workshop with Steven
2017-03-23 23:15:00,2017-03-27 00:15:00,Trip with Barbara
2017-03-27 08:30:00,2017-03-29 10:30:00,Traveling with Philip
2017-03-29 12:15:00,2017-03-29 14:45:00,Lunch with Terry
2017-03-29 20:30:00,2017-03-29 22:30:00,Dinner with Louis
2017-03-30 02:15:00,2017-04-01 04:45:00,Traveling with Cynthia
2017-04-01 10:30:00,2017-04-01 12:30:00,Chat with Hannah
2017-04-01 18:30:00,2017-04-01 20:15:00,Workshop with Gerald
2017-04-01 21:30:00,2017-04-05 00:15:00,Traveling with Elizabeth
2017-04-05 09:45:00,2017-04-05 11:15:00,Chat with Melissa
2017-04-05 15:00:00,2017-04-05 17:15:00,Session with Tiffany
2017-04-05 20:00:00,2017-04-05 21:30:00,Dinner with Carl
2017-04-06 01:30:00,2017-04-09 02:45:00,Traveling with Jessica
2017-04-09 13:30:00,2017-04-09 16:15:00,Brainstorming with Mildred
2017-04-09 18:30:00,2017-04-09 20:30:00,Squash with Nicole
2017-04-10 12:30:00,2017-04-10 15:15:00,Lunch with Jason
2017-04-10 15:45:00,2017-04-10 18:15:00,Meeting with Dennis
2017-04-10 20:30:00,2017-04-10 23:15:00,Dinner with Eric
2017-04-11 09:15:00,2017-04-11 10:45:00,Chat with Frank
2017-04-11 11:15:00,2017-04-11 12:30:00,Meeting with Kevin
2017-04-11 18:15:00,2017-04-14 19:30:00,Traveling with Joseph
2017-04-15 14:30:00,2017-04-15 16:45:00,Discussion with Cynthia
2017-04-15 20:30:00,2017-04-15 22:30:00,Dinner with Nathan
2017-04-16 13:30:00,2017-04-16 14:30:00,Session with Alexander
2017-04-16 19:15:00,2017-04-19 21:30:00,Holiday with Kenneth
2017-04-20 16:00:00,2017-04-20 17:00:00,Conference with Roger
2017-04-20 18:15:00,2017-04-20 19:30:00,Date with Madison
2017-04-21 14:00:00,2017-04-21 15:30:00,Session with Raymond
2017-04-21 16:15:00,2017-04-21 17:30:00,Squash with Tyler
2017-04-22 10:00:00,2017-04-22 12:45:00,Chat with Diane
2017-04-22 18:45:00,2017-04-22 21:30:00,Squash with Harold
2017-04-23 16:15:00,2017-04-25 17:45:00,Vacation with Christina
2017-04-26 16:00:00,2017-04-26 18:15:00,Squash with Catherine
2017-04-27 13:45:00,2017-04-27 14:45:00,Meeting with Brandon
2017-04-27 18:00:00,2017-04-27 20:15:00,Workshop with Christian
2017-04-28 14:00:00,2017-04-28 16:00:00,Session with Gloria
2017-04-29 10:45:00,2017-04-29 13:00:00,Conference with Alexander
2017-04-29 13:30:00,2017-04-29 15:45:00,Meeting with Larry
2017-04-29 20:15:00,2017-04-29 22:15:00,Dinner with Janet
2017-04-29 23:30:00,2017-05-03 00:45:00,Vacation with Mary
2017-05-03 12:30:00,2017-05-03 15:00:00,Lunch with Juan
2017-05-03 17:15:00,2017-05-03 18:45:00,Squash with Alice
2017-05-04 10:00:00,2017-05-04 11:30:00,Meeting with Jonathan
2017-05-04 16:45:00,2017-05-04 18:15:00,Conference with Thomas
2017-05-05 08:45:00,2017-05-07 11:15:00,Trip with Willie
2017-05-07 14:45:00,2017-05-07 16:30:00,Session with Helen
2017-05-07 18:15:00,2017-05-09 20:30:00,Traveling with Nicholas
2017-05-10 11:45:00,2017-05-10 13:45:00,Meeting with Robert
2017-05-10 14:00:00,2017-05-10 16:30:00,Brainstorming with Willie
2017-05-10 18:00:00,2017-05-10 19:45:00,Date with Nancy
2017-05-11 12:15:00,2017-05-11 14:00:00,Lunch with Victoria
2017-05-11 19:15:00,2017-05-11 20:45:00,Dinner with Randy
2017-05-12 07:30:00,2017-05-12 09:45:00,Breakfast with Kathryn
2017-05-12 10:15:00,2017-05-12 13:00:00,Conference with Matthew
2017-05-12 14:15:00,2017-05-12 16:45:00,Golf with Sharon
2017-05-12 18:30:00,2017-05-12 21:00:00,Conference with Daniel
2017-05-13 16:00:00,2017-05-13 17:30:00,Workshop with William
2017-05-13 19:30:00,2017-05-13 20:45:00,Dinner with Margaret
2017-05-14 15:45:00,2017-05-14 17:15:00,Session with Harold
2017-05-15 10:00:00,2017-05-15 12:30:00,Chat with Peter
2017-05-15 15:00:00,2017-05-15 17:45:00,Discussion with Martha
2017-05-16 10:30:00,2017-05-16 11:30:00,Conference with Janice
2017-05-16 14:15:00,2017-05-16 16:00:00,Brainstorming with Bryan
2017-05-16 20:00:00,2017-05-16 21:00:00,Dinner with Bobby
2017-05-17 10:45:00,2017-05-17 12:00:00,Conference with Peter
2017-05-17 18:30:00,2017-05-17 20:00:00,Conference with Barbara
2017-05-18 09:30:00,2017-05-18 11:15:00,Meeting with Anna
2017-05-18 14:45:00,2017-05-18 17:15:00,Session with Noah
2017-05-19 16:00:00,2017-05-19 18:15:00,Workshop with Melissa
2017-05-20 11:15:00,2017-05-20 12:45:00,Meeting with Jason
2017-05-20 18:30:00,2017-05-22 20:15:00,Trip with Elizabeth
2017-05-23 10:00:00,2017-05-23 12:15:00,Meeting with Teresa
2017-05-23 15:15:00,2017-05-23 18:00:00,Discussion with Charles
2017-05-23 23:00:00,2017-05-27 00:15:00,Holiday with Christopher
2017-05-27 07:45:00,2017-05-29 09:45:00,Trip with Edward
2017-05-29 12:30:00,2017-05-29 14:30:00,Lunch with Sandra
2017-05-29 17:45:00,2017-05-29 19:45:00,Conference with Dorothy
2017-05-30 09:30:00,2017-05-30 10:45:00,Meeting with Nicole
2017-05-30 15:00:00,2017-05-30 17:15:00,Brainstorming with Katherine
2017-05-31 13:30:00,2017-05-31 15:15:00,Brainstorming with Harold
2017-05-31 19:30:00,2017-05-31 22:15:00,Dinner with Diane
2017-06-01 11:00:00,2017-06-01 12:30:00,Conference with Keith
2017-06-01 16:15:00,2017-06-01 18:00:00,Workshop with Denise
2017-06-02 13:30:00,2017-06-02 15:45:00,Meeting with Alice
2017-06-02 20:45:00,2017-06-02 22:15:00,Dinner with Jerry
2017-06-03 16:30:00,2017-06-03 19:00:00,Conference with Austin
2017-06-03 19:15:00,2017-06-03 21:00:00,Dinner with Anthony
2017-06-04 16:00:00,2017-06-04 18:00:00,Squash with Debra
2017-06-05 14:45:00,2017-06-05 16:45:00,Brainstorming with Mildred
2017-06-05 20:30:00,2017-06-05 22:15:00,Dinner with Abigail
2017-06-06 08:30:00,2017-06-06 10:00:00,Breakfast with Arthur
2017-06-06 16:30:00,2017-06-06 18:00:00,Workshop with Daniel
2017-06-07 15:30:00,2017-06-07 17:45:00,Brainstorming with Randy
2017-06-07 18:00:00,2017-06-07 20:00:00,Conference with Christian
2017-06-08 07:45:00,2017-06-08 08:45:00,Breakfast with Brittany
2017-06-08 12:00:00,2017-06-08 14:15:00,Lunch with Alan
2017-06-08 18:00:00,2017-06-08 20:15:00,Squash with Dylan
2017-06-09 09:45:00,2017-06-09 11:30:00,Conference with Judith
2017-06-09 13:15:00,2017-06-09 15:15:00,Meeting with Alexander
2017-06-09 15:15:00,2017-06-09 17:45:00,Brainstorming with Howard
2017-06-10 17:45:00,2017-06-10 18:45:00,Workshop with Edward
2017-06-11 10:30:00,2017-06-11 12:45:00,Meeting with Samuel
2017-06-11 16:30:00,2017-06-14 19:15:00,Holiday with Evelyn
2017-06-15 09:30:00,2017-06-15 11:30:00,Meeting with Michael
2017-06-15 13:30:00,2017-06-15 15:45:00,Golf with Roger
2017-06-15 20:00:00,2017-06-15 22:30:00,Dinner with Michael
2017-06-16 14:15:00,2017-06-18 16:15:00,Traveling with Danielle
2017-06-18 20:15:00,2017-06-18 22:30:00,Dinner with Nathan
2017-06-19 11:45:00,2017-06-19 12:45:00,Chat with Howard
2017-06-19 13:30:00,2017-06-22 16:15:00,Holiday with Donna
2017-06-22 20:30:00,2017-06-22 22:15:00,Dinner with Ethan
2017-06-23 10:00:00,2017-06-23 11:00:00,Conference with Marilyn
2017-06-23 14:00:00,2017-06-23 15:15:00,Session with Pamela
2017-06-24 09:45:00,2017-06-27 11:00:00,Trip with Rebecca
2017-06-27 16:45:00,2017-06-27 18:45:00,Workshop with Philip
2017-06-27 19:15:00,2017-06-27 20:30:00,Dinner with Kathleen
2017-06-28 15:45:00,2017-06-28 16:45:00,Golf with Joe
2017-06-29 13:00:00,2017-06-29 15:00:00,Discussion with Dylan
2017-06-29 19:15:00,2017-06-29 21:45:00,Dinner with Daniel
2017-06-30 15:30:00,2017-06-30 18:15:00,Brainstorming with Alexander
2017-07-01 13:00:00,2017-07-01 15:15:00,Session with Heather
2017-07-01 18:00:00,2017-07-01 19:00:00,Conference with Joan
2017-07-02 11:15:00,2017-07-02 13:30:00,Meeting with Judy
2017-07-02 15:30:00,2017-07-02 16:30:00,Session with George
2017-07-03 12:15:00,2017-07-03 14:15:00,Lunch with Dylan
2017-07-03 17:00:00,2017-07-03 19:45:00,Conference with Eric
2017-07-04 13:15:00,2017-07-04 15:15:00,Brainstorming with Sara
2017-07-04 20:30:00,2017-07-04 21:30:00,Dinner with Christian
2017-07-05 12:15:00,2017-07-05 15:00:00,Lunch with Frank
2017-07-05 17:30:00,2017-07-05 18:45:00,Date with Melissa
2017-07-05 23:00:00,2017-07-09 00:00:00,Vacation with Carol
2017-07-09 13:30:00,2017-07-09 15:45:00,Brainstorming with Catherine
2017-07-09 20:30:00,2017-07-11 21:45:00,Holiday with Larry
2017-07-12 13:45:00,2017-07-12 14:45:00,Discussion with Samuel
2017-07-12 17:00:00,2017-07-12 18:45:00,Date with Heather
2017-07-12 23:15:00,2017-07-15 00:15:00,Vacation with Carolyn
2017-07-15 14:15:00,2017-07-15 16:45:00,Session with Rachel
2017-07-15 16:45:00,2017-07-15 19:15:00,Workshop with Sean
2017-07-16 10:45:00,2017-07-18 12:00:00,Traveling with Samuel
2017-07-18 18:00:00,2017-07-18 19:15:00,Date with Peter
2017-07-18 19:30:00,2017-07-18 20:45:00,Dinner with Ashley
2017-07-19 07:45:00,2017-07-19 10:15:00,Breakfast with Michelle
2017-07-19 15:15:00,2017-07-19 17:45:00,Session with Eugene
2017-07-20 10:00:00,2017-07-20 11:00:00,Meeting with Jonathan
2017-07-20 12:45:00,2017-07-20 15:30:00,Lunch with Janet
2017-07-20 17:00:00,2017-07-20 19:30:00,Date with Ralph
2017-07-21 02:15:00,2017-07-23 03:30:00,Trip with Cynthia
2017-07-23 13:30:00,2017-07-23 15:30:00,Session with Willie
2017-07-23 19:00:00,2017-07-23 21:45:00,Dinner with Peter
2017-07-24 08:15:00,2017-07-24 10:30:00,Breakfast with Nicholas
2017-07-24 14:15:00,2017-07-24 17:00:00,Golf with Andrew
2017-07-24 20:30:00,2017-07-24 21:30:00,Dinner with Susan
2017-07-25 02:45:00,2017-07-27 04:30:00,Trip with Megan
2017-07-27 10:45:00,2017-07-30 11:45:00,Holiday with Emily
2017-07-30 15:15:00,2017-07-30 16:15:00,Meeting with Dylan
2017-07-31 13:15:00,2017-07-31 15:00:00,Brainstorming with Andrea
2017-07-31 18:15:00,2017-08-03 20:15:00,Vacation with Dylan
2017-08-03 20:15:00,2017-08-03 22:45:00,Dinner with Nathan
2017-08-04 07:15:00,2017-08-04 08:30:00,Breakfast with James
2017-08-04 11:00:00,2017-08-04 12:15:00,Meeting with Vincent
2017-08-04 14:45:00,2017-08-04 17:30:00,Golf with Adam
2017-08-04 23:30:00,2017-08-07 01:45:00,Trip with Emma
2017-08-07 16:30:00,2017-08-07 18:45:00,Conference with Bruce
2017-08-07 20:45:00,2017-08-07 23:30:00,Dinner with Helen
2017-08-08 09:30:00,2017-08-08 12:15:00,Conference with Albert
2017-08-08 13:15:00,2017-08-08 15:15:00,Golf with Edward
2017-08-08 17:30:00,2017-08-08 18:30:00,Conference with Debra
2017-08-09 09:45:00,2017-08-09 12:15:00,Meeting with Willie
2017-08-09 13:30:00,2017-08-09 15:00:00,Golf with Grace
2017-08-09 20:15:00,2017-08-12 21:15:00,Vacation with Gabriel
2017-08-13 11:45:00,2017-08-13 12:45:00,Meeting with Evelyn
2017-08-13 18:15:00,2017-08-13 20:30:00,Date with Gregory
2017-08-14 10:00:00,2017-08-14 11:00:00,Meeting with Cheryl
2017-08-14 13:45:00,2017-08-14 16:30:00,Golf with William
2017-08-14 18:00:00,2017-08-14 19:00:00,Date with Alan
2017-08-15 08:30:00,2017-08-17 11:00:00,Traveling with Sarah
2017-08-17 13:30:00,2017-08-17 15:45:00,Brainstorming with Alan
2017-08-17 18:00:00,2017-08-17 20:45:00,Conference with Philip
2017-08-18 08:00:00,2017-08-18 10:15:00,Breakfast with Melissa
2017-08-18 14:15:00,2017-08-18 15:15:00,Golf with James
2017-08-18 20:45:00,2017-08-18 23:30:00,Dinner with Charles
2017-08-19 10:00:00,2017-08-19 11:30:00,Meeting with Alan
2017-08-19 15:15:00,2017-08-19 16:30:00,Meeting with Gloria
2017-08-19 20:30:00,2017-08-22 21:30:00,Holiday with Ann
2017-08-23 09:00:00,2017-08-23 11:15:00,Conference with Sharon
2017-08-23 12:00:00,2017-08-23 14:30:00,Lunch with Kathleen
2017-08-23 14:30:00,2017-08-23 15:30:00,Meeting with Gerald
2017-08-23 18:00:00,2017-08-25 20:30:00,Holiday with Tiffany
2017-08-26 12:15:00,2017-08-26 14:45:00,Lunch with Jane
2017-08-26 19:00:00,2017-08-26 21:15:00,Dinner with Joshua
2017-08-27 12:15:00,2017-08-27 15:00:00,Lunch with Ann
2017-08-27 17:15:00,2017-08-27 18:15:00,Squash with Lawrence
2017-08-28 17:00:00,2017-08-28 19:15:00,Workshop with Julie
2017-08-28 19:45:00,2017-08-30 21:30:00,Trip with Dylan
2017-08-31 11:15:00,2017-08-31 12:30:00,Meeting with Deborah
2017-08-31 14:15:00,2017-09-03 16:00:00,Traveling with Albert
2017-09-03 19:30:00,2017-09-03 21:00:00,Dinner with Shirley
2017-09-04 15:45:00,2017-09-04 18:15:00,Golf with Jason
2017-09-05 11:45:00,2017-09-05 14:30:00,Chat with Harold
2017-09-05 19:45:00,2017-09-05 22:00:00,Dinner with William
2017-09-06 10:15:00,2017-09-09 12:15:00,Trip with Kathryn
2017-09-09 15:00:00,2017-09-09 16:15:00,Session with Shirley
2017-09-09 18:15:00,2017-09-09 20:15:00,Workshop with Lawrence
2017-09-10 14:00:00,2017-09-10 15:00:00,Discussion with Edward
2017-09-10 18:30:00,2017-09-10 20:30:00,Workshop with Robert
2017-09-11 08:15:00,2017-09-11 10:45:00,Breakfast with Victoria
2017-09-11 16:30:00,2017-09-11 19:15:00,Squash with Charles
2017-09-12 10:30:00,2017-09-12 13:15:00,Meeting with Kimberly
2017-09-12 19:15:00,2017-09-12 20:45:00,Dinner with Jean
2017-09-13 10:00:00,2017-09-13 11:00:00,Chat with Cheryl
2017-09-13 13:00:00,2017-09-13 14:45:00,Golf with Tiffany
2017-09-13 21:00:00,2017-09-16 22:15:00,Trip with David
2017-09-17 10:00:00,2017-09-17 11:30:00,Chat with Jeremy
2017-09-17 11:45:00,2017-09-17 14:15:00,Conference with Douglas
2017-09-17 18:45:00,2017-09-17 19:45:00,Workshop with Janet
2017-09-18 10:45:00,2017-09-18 13:00:00,Conference with Ruth
2017-09-18 15:30:00,2017-09-18 18:00:00,Session with Joshua
2017-09-18 18:30:00,2017-09-18 20:30:00,Date with Bruce
2017-09-19 13:15:00,2017-09-19 14:45:00,Meeting with Roy
2017-09-19 19:15:00,2017-09-19 21:15:00,Dinner with Lisa
2017-09-20 10:45:00,2017-09-20 13:15:00,Conference with Harold
2017-09-20 14:15:00,2017-09-20 16:00:00,Meeting with Randy
2017-09-20 19:45:00,2017-09-20 22:15:00,Dinner with Ann
2017-09-21 14:00:00,2017-09-21 16:30:00,Golf with Gloria
2017-09-22 10:30:00,2017-09-22 12:45:00,Conference with Susan
2017-09-22 16:00:00,2017-09-22 18:15:00,Date with Tyler
2017-09-23 08:00:00,2017-09-23 09:45:00,Breakfast with Gabriel
2017-09-23 16:30:00,2017-09-23 18:30:00,Workshop with David
2017-09-23 20:45:00,2017-09-23 22:45:00,Dinner with Melissa
2017-09-24 11:00:00,2017-09-24 12:00:00,Chat with Diana
2017-09-24 14:15:00,2017-09-24 16:00:00,Golf with Stephen
2017-09-24 16:30:00,2017-09-24 19:15:00,Squash with Ashley
2017-09-24 20:30:00,2017-09-24 22:00:00,Dinner with Patrick
2017-09-25 09:45:00,2017-09-28 11:00:00,Vacation with Jack
2017-09-28 17:30:00,2017-09-28 18:45:00,Squash with Amanda
2017-09-29 14:15:00,2017-09-29 15:15:00,Meeting with Kelly
2017-09-29 19:00:00,2017-09-29 21:30:00,Dinner with Louis
2017-09-30 11:00:00,2017-09-30 12:30:00,Meeting with Heather
2017-09-30 12:30:00,2017-09-30 13:45:00,Lunch with Lawrence
2017-09-30 16:30:00,2017-09-30 19:15:00,Squash with Emily
2017-10-01 09:00:00,2017-10-01 11:45:00,Meeting with Harry
2017-10-01 16:15:00,2017-10-01 18:00:00,Conference with Samuel
2017-10-01 18:00:00,2017-10-04 20:45:00,Traveling with Ralph
2017-10-05 10:15:00,2017-10-05 11:45:00,Chat with Bryan
2017-10-05 12:45:00,2017-10-05 15:30:00,Lunch with Nicholas
2017-10-05 16:00:00,2017-10-07 17:15:00,Traveling with Ryan
2017-10-07 18:15:00,2017-10-07 20:45:00,Conference with Olivia
2017-10-08 08:45:00,2017-10-08 10:00:00,Breakfast with Harold
2017-10-08 16:30:00,2017-10-08 19:15:00,Squash with Eric
2017-10-09 12:30:00,2017-10-11 15:15:00,Holiday with Larry
2017-10-11 20:45:00,2017-10-11 22:45:00,Dinner with Noah
2017-10-12 13:15:00,2017-10-12 14:15:00,Session with Megan
2017-10-12 20:30:00,2017-10-12 23:00:00,Dinner with Catherine
2017-10-13 13:15:00,2017-10-13 15:15:00,Meeting with Laura
2017-10-13 20:30:00,2017-10-13 22:15:00,Dinner with Ralph
2017-10-14 09:00:00,2017-10-14 11:15:00,Conference with Olivia
2017-10-14 15:15:00,2017-10-14 16:30:00,Golf with Gerald
2017-10-15 09:00:00,2017-10-15 10:00:00,Chat with Philip
2017-10-15 14:30:00,2017-10-15 16:30:00,Session with Howard
2017-10-16 12:15:00,2017-10-16 15:00:00,Lunch with Raymond
2017-10-16 16:45:00,2017-10-16 19:15:00,Conference with Gerald
2017-10-17 07:00:00,2017-10-17 08:00:00,Breakfast with Timothy
2017-10-17 10:45:00,2017-10-17 13:00:00,Meeting with Diane
2017-10-17 18:00:00,2017-10-17 19:00:00,Date with George
2017-10-17 21:30:00,2017-10-19 23:45:00,Holiday with Jordan
2017-10-20 07:15:00,2017-10-20 09:45:00,Breakfast with Victoria
